Date,High,Low,Open,Close,Volume,Adj Close,Name
2017-12-05,113.66999816894531,111.7300033569336,112.36000061035156,112.44000244140625,829300,112.44000244140625,VRSN
2017-12-06,113.20999908447266,111.61000061035156,112.05000305175781,112.4000015258789,697600,112.4000015258789,VRSN
2017-12-07,113.70999908447266,112.11000061035156,112.11000061035156,112.81999969482422,1871200,112.81999969482422,VRSN
2017-12-08,113.56999969482422,112.5199966430664,113.0999984741211,112.9800033569336,685900,112.9800033569336,VRSN
2017-12-11,114.44000244140625,113.2300033569336,113.2300033569336,114.31999969482422,638400,114.31999969482422,VRSN
2017-12-12,114.80999755859375,113.91000366210938,114.51000213623047,114.37000274658203,566100,114.37000274658203,VRSN
2017-12-13,115.45999908447266,113.5999984741211,114.33000183105469,113.77999877929688,988500,113.77999877929688,VRSN
2017-12-14,114.66999816894531,114.0,114.11000061035156,114.13999938964844,680700,114.13999938964844,VRSN
2017-12-15,115.19999694824219,114.0999984741211,114.52999877929688,115.02999877929688,1251900,115.02999877929688,VRSN
2017-12-18,117.12999725341797,115.4000015258789,115.9000015258789,116.0999984741211,699500,116.0999984741211,VRSN
2017-12-19,116.36000061035156,114.54000091552734,116.13999938964844,115.55000305175781,928700,115.55000305175781,VRSN
2017-12-20,116.19000244140625,114.83000183105469,116.08999633789062,116.01000213623047,494600,116.01000213623047,VRSN
2017-12-21,116.5,114.04000091552734,116.11000061035156,114.19000244140625,974400,114.19000244140625,VRSN
2017-12-22,114.37000274658203,113.16000366210938,114.37000274658203,113.98999786376953,500600,113.98999786376953,VRSN
2017-12-26,114.22000122070312,112.51000213623047,113.3499984741211,113.91000366210938,704300,113.91000366210938,VRSN
2017-12-27,114.51000213623047,113.69000244140625,113.9000015258789,114.37999725341797,439200,114.37999725341797,VRSN
2017-12-28,115.5999984741211,114.37000274658203,114.6500015258789,115.5,424800,115.5,VRSN
2017-12-29,116.43000030517578,114.37999725341797,115.76000213623047,114.44000244140625,504000,114.44000244140625,VRSN
2018-01-02,115.12999725341797,109.31999969482422,114.69000244140625,109.47000122070312,1396500,109.47000122070312,VRSN
2018-01-03,111.02999877929688,108.55000305175781,109.72000122070312,110.9000015258789,1188200,110.9000015258789,VRSN
2018-01-04,112.3499984741211,110.5999984741211,111.54000091552734,111.47000122070312,716200,111.47000122070312,VRSN
2018-01-05,113.0199966430664,111.7300033569336,111.79000091552734,113.0,511400,113.0,VRSN
2018-01-08,114.5999984741211,112.2699966430664,112.44000244140625,114.30999755859375,674400,114.30999755859375,VRSN
