Date,High,Low,Open,Close,Volume,Adj Close,Name
2009-12-08,57.709999084472656,56.59000015258789,57.130001068115234,57.40999984741211,1244700.0,42.66685104370117,CHRW
2009-12-09,57.56999969482422,56.689998626708984,57.18000030517578,57.459999084472656,923400.0,42.70401382446289,CHRW
2009-12-10,57.939998626708984,57.380001068115234,57.5,57.689998626708984,864300.0,42.874935150146484,CHRW
2009-12-11,58.36000061035156,57.650001525878906,58.0,58.099998474121094,1065300.0,43.17965316772461,CHRW
2009-12-14,59.150001525878906,58.18000030517578,58.189998626708984,59.040000915527344,1240100.0,43.878265380859375,CHRW
2009-12-15,60.25,58.40999984741211,58.7400016784668,59.709999084472656,1940500.0,44.376182556152344,CHRW
2009-12-16,60.2400016784668,59.2400016784668,59.79999923706055,59.349998474121094,1186800.0,44.108638763427734,CHRW
2009-12-17,59.029998779296875,57.650001525878906,58.849998474121094,57.790000915527344,3059400.0,42.949256896972656,CHRW
2009-12-18,58.90999984741211,57.720001220703125,58.2400016784668,58.189998626708984,2016200.0,43.24652862548828,CHRW
2009-12-21,59.29999923706055,58.290000915527344,58.540000915527344,58.650001525878906,824300.0,43.588409423828125,CHRW
2009-12-22,58.869998931884766,58.369998931884766,58.709999084472656,58.689998626708984,732500.0,43.61812973022461,CHRW
2009-12-23,58.86000061035156,58.029998779296875,58.7599983215332,58.540000915527344,644100.0,43.50666809082031,CHRW
2009-12-24,58.939998626708984,58.189998626708984,58.72999954223633,58.79999923706055,241800.0,43.699886322021484,CHRW
2009-12-28,59.18000030517578,58.52000045776367,59.0,59.04999923706055,556200.0,43.88568115234375,CHRW
2009-12-29,59.619998931884766,58.95000076293945,59.220001220703125,59.5099983215332,857500.0,44.227561950683594,CHRW
2009-12-30,60.0,59.400001525878906,59.9900016784668,59.720001220703125,656300.0,44.383644104003906,CHRW
2009-12-31,59.630001068115234,58.72999954223633,59.61000061035156,58.72999954223633,811700.0,43.64787292480469,CHRW
2010-01-04,59.650001525878906,58.939998626708984,59.220001220703125,59.34000015258789,822900.0,44.10120391845703,CHRW
2010-01-05,59.4900016784668,57.38999938964844,59.18000030517578,58.11000061035156,2352700.0,43.18707275390625,CHRW
2010-01-06,57.9900016784668,57.20000076293945,57.81999969482422,57.34000015258789,1685500.0,42.61482620239258,CHRW
2010-01-07,57.13999938964844,56.18000030517578,57.08000183105469,56.790000915527344,1939600.0,42.20607376098633,CHRW
2010-01-08,57.619998931884766,56.599998474121094,56.70000076293945,57.54999923706055,1332500.0,42.7708854675293,CHRW
2010-01-11,57.90999984741211,57.220001220703125,57.5,57.720001220703125,1227300.0,42.897239685058594,CHRW
2010-01-12,57.63999938964844,56.790000915527344,57.470001220703125,56.9900016784668,1425700.0,42.354698181152344,CHRW
2010-01-13,57.470001220703125,56.34000015258789,57.0,57.31999969482422,1513300.0,42.599971771240234,CHRW
2010-01-14,57.880001068115234,57.02000045776367,57.02000045776367,57.619998931884766,818100.0,42.82291793823242,CHRW
2010-01-15,58.11000061035156,57.22999954223633,57.5099983215332,57.720001220703125,1592400.0,42.897239685058594,CHRW
2010-01-19,58.470001220703125,57.63999938964844,57.70000076293945,58.130001068115234,1061200.0,43.20195770263672,CHRW
2010-01-20,57.849998474121094,56.88999938964844,57.529998779296875,57.779998779296875,1157700.0,42.941829681396484,CHRW
2010-01-21,58.369998931884766,56.97999954223633,57.689998626708984,57.630001068115234,1659200.0,42.830345153808594,CHRW
2010-01-22,58.150001525878906,57.2400016784668,57.709999084472656,57.349998474121094,1558100.0,42.62226104736328,CHRW
2010-01-25,57.849998474121094,56.790000915527344,57.4900016784668,57.459999084472656,1167300.0,42.70401382446289,CHRW
2010-01-26,57.59000015258789,56.939998626708984,57.189998626708984,57.099998474121094,1347100.0,42.436458587646484,CHRW
2010-01-27,57.599998474121094,56.619998931884766,56.83000183105469,57.459999084472656,881300.0,42.70401382446289,CHRW
2010-01-28,57.63999938964844,56.20000076293945,57.63999938964844,56.540000915527344,1173200.0,42.02027893066406,CHRW
2010-01-29,57.279998779296875,56.630001068115234,56.68000030517578,56.630001068115234,1527800.0,42.087158203125,CHRW
2010-02-01,57.650001525878906,56.689998626708984,56.84000015258789,57.400001525878906,981500.0,42.65940856933594,CHRW
2010-02-02,57.540000915527344,56.68000030517578,57.2400016784668,57.41999816894531,1470300.0,42.67426300048828,CHRW
2010-02-03,54.380001068115234,51.5,52.84000015258789,53.540000915527344,8727300.0,39.79068374633789,CHRW
2010-02-04,53.95000076293945,52.66999816894531,53.310001373291016,53.25,3974300.0,39.57515335083008,CHRW
2010-02-05,54.08000183105469,51.15999984741211,53.15999984741211,52.439998626708984,2833000.0,38.97317123413086,CHRW
2010-02-08,52.970001220703125,52.0099983215332,52.650001525878906,52.08000183105469,2046300.0,38.705604553222656,CHRW
2010-02-09,53.68000030517578,52.11000061035156,52.63999938964844,52.66999816894531,2709800.0,39.14409255981445,CHRW
2010-02-10,52.5099983215332,51.310001373291016,52.0,51.84000015258789,1904200.0,38.52724075317383,CHRW
2010-02-11,53.29999923706055,51.459999084472656,51.630001068115234,53.099998474121094,2533300.0,39.463687896728516,CHRW
2010-02-12,52.70000076293945,51.68000030517578,52.470001220703125,52.119998931884766,2414800.0,38.7353401184082,CHRW
2010-02-16,53.290000915527344,52.38999938964844,52.38999938964844,52.75,1511000.0,39.20356369018555,CHRW
2010-02-17,53.43000030517578,52.56999969482422,53.04999923706055,53.0,1345300.0,39.389366149902344,CHRW
2010-02-18,53.08000183105469,52.77000045776367,53.04999923706055,52.900001525878906,1032000.0,39.31503677368164,CHRW
2010-02-19,53.970001220703125,52.779998779296875,52.779998779296875,53.5,1768100.0,39.76094436645508,CHRW
2010-02-22,54.310001373291016,53.310001373291016,53.77000045776367,54.15999984741211,1625500.0,40.25146484375,CHRW
2010-02-23,54.5,53.13999938964844,54.2400016784668,53.560001373291016,2650100.0,39.80554962158203,CHRW
2010-02-24,54.2400016784668,53.310001373291016,54.0,53.68000030517578,1822500.0,39.89471435546875,CHRW
2010-02-25,53.540000915527344,52.5,53.0,53.4900016784668,1612200.0,39.753517150878906,CHRW
2010-02-26,53.560001373291016,52.70000076293945,53.4900016784668,53.33000183105469,1701400.0,39.63460922241211,CHRW
2010-03-01,63.650001525878906,53.02000045776367,53.290000915527344,53.560001373291016,2163600.0,39.80554962158203,CHRW
2010-03-02,53.7400016784668,53.16999816894531,53.5,53.209999084472656,1597700.0,39.5454216003418,CHRW
2010-03-03,53.08000183105469,52.380001068115234,52.81999969482422,52.470001220703125,2205500.0,39.17953872680664,CHRW
2010-03-04,52.90999984741211,52.25,52.70000076293945,52.66999816894531,1610000.0,39.328880310058594,CHRW
2010-03-05,53.380001068115234,52.66999816894531,52.68000030517578,53.25,1621000.0,39.76197814941406,CHRW
2010-03-08,54.099998474121094,53.29999923706055,54.04999923706055,53.31999969482422,1488500.0,39.81422805786133,CHRW
2010-03-09,53.560001373291016,53.02000045776367,53.25,53.38999938964844,1060200.0,39.86650466918945,CHRW
2010-03-10,54.06999969482422,53.09000015258789,53.52000045776367,53.66999816894531,1695600.0,40.07558822631836,CHRW
2010-03-11,53.650001525878906,53.040000915527344,53.36000061035156,53.459999084472656,1975500.0,39.91876220703125,CHRW
2010-03-12,54.06999969482422,53.119998931884766,53.56999969482422,53.869998931884766,1710800.0,40.22492980957031,CHRW
2010-03-15,54.22999954223633,53.45000076293945,53.970001220703125,53.880001068115234,1651000.0,40.232383728027344,CHRW
2010-03-16,55.68000030517578,53.9900016784668,54.119998931884766,55.279998779296875,3479600.0,41.27778244018555,CHRW
2010-03-17,56.209999084472656,55.15999984741211,55.349998474121094,55.68000030517578,1992300.0,41.57646560668945,CHRW
2010-03-18,56.810001373291016,55.279998779296875,55.459999084472656,56.58000183105469,2114600.0,42.248497009277344,CHRW
2010-03-19,57.68000030517578,56.380001068115234,57.2400016784668,56.599998474121094,3059500.0,42.263423919677734,CHRW
2010-03-22,56.650001525878906,56.13999938964844,56.36000061035156,56.22999954223633,1451200.0,41.987144470214844,CHRW
2010-03-23,56.4900016784668,55.7599983215332,56.06999969482422,56.43000030517578,1303900.0,42.1364860534668,CHRW
2010-03-24,56.41999816894531,55.72999954223633,56.400001525878906,56.119998931884766,1293800.0,41.90500259399414,CHRW
2010-03-25,56.779998779296875,55.560001373291016,56.43000030517578,55.650001525878906,1779900.0,41.55405807495117,CHRW
2010-03-26,55.970001220703125,55.25,55.63999938964844,55.560001373291016,1545600.0,41.48685836791992,CHRW
2010-03-29,56.77000045776367,55.709999084472656,55.709999084472656,56.09000015258789,1279500.0,41.88261795043945,CHRW
2010-03-30,56.45000076293945,55.79999923706055,56.0099983215332,56.220001220703125,1372800.0,41.97968673706055,CHRW
2010-03-31,56.119998931884766,55.63999938964844,55.83000183105469,55.849998474121094,1376400.0,41.703392028808594,CHRW
2010-04-01,56.22999954223633,55.16999816894531,55.97999954223633,55.68000030517578,1178800.0,41.57646560668945,CHRW
2010-04-05,56.15999984741211,55.439998626708984,55.97999954223633,55.65999984741211,1094800.0,41.5615234375,CHRW
2010-04-06,55.68000030517578,54.9900016784668,55.2400016784668,55.279998779296875,1574400.0,41.27778244018555,CHRW
2010-04-07,55.66999816894531,54.970001220703125,55.43000030517578,55.150001525878906,2051300.0,41.18071365356445,CHRW
2010-04-08,55.720001220703125,54.779998779296875,54.970001220703125,55.599998474121094,1837700.0,41.516700744628906,CHRW
2010-04-09,56.689998626708984,55.709999084472656,55.75,56.45000076293945,2885200.0,42.151424407958984,CHRW
2010-04-12,57.599998474121094,56.439998626708984,57.599998474121094,56.439998626708984,3151600.0,42.14394760131836,CHRW
2010-04-13,56.72999954223633,55.90999984741211,56.279998779296875,56.59000015258789,1647900.0,42.2559700012207,CHRW
2010-04-14,57.810001373291016,56.4900016784668,56.5,57.7400016784668,1980200.0,43.11467361450195,CHRW
2010-04-15,59.7599983215332,57.86000061035156,58.0099983215332,58.93000030517578,3466500.0,44.003238677978516,CHRW
2010-04-16,58.95000076293945,57.84000015258789,58.849998474121094,58.380001068115234,2157300.0,43.59255599975586,CHRW
2010-04-19,58.86000061035156,58.060001373291016,58.060001373291016,58.630001068115234,1601300.0,43.77923583984375,CHRW
